stratum,ticker,article_id,timestamp,category,match_mode,effort,sparsity_tier,human_verdict,human_note
tier:silent,6112,M.1521999749.A.2FC,2018-03-26 01:42:29,標的,code,high_effort,silent,,
tier:silent,3130,M.1545466507.A.061,2018-12-22 16:15:07,其他,code,unclassified,silent,,
tier:silent,9926,M.1527524535.A.8D6,2018-05-29 00:22:15,標的,code,high_effort,silent,,
tier:silent,2302,M.1628841927.A.C43,2021-08-13 16:05:27,情報,code,low_effort,silent,,
tier:silent,1506,M.1548078679.A.E0C,2019-01-21 21:51:19,其他,code,unclassified,silent,,
tier:silent,4536,M.1666940200.A.0BA,2022-10-28 14:56:40,情報,code,low_effort,silent,,
tier:silent,2466,M.1546865380.A.B19,2019-01-07 20:49:40,其他,code,unclassified,silent,,
tier:silent,1414,M.1544604601.A.558,2018-12-12 16:50:01,其他,code,unclassified,silent,,
tier:silent,2712,M.1545738994.A.098,2018-12-25 19:56:34,其他,code,unclassified,silent,,
tier:silent,2453,M.1523178018.A.E05,2018-04-08 17:00:18,標的,code,high_effort,silent,,
tier:silent,2359,M.1677832628.A.044,2023-03-03 16:37:08,情報,code,low_effort,silent,,
tier:silent,2722,M.1512806828.A.076,2017-12-09 16:07:08,標的,code,high_effort,silent,,
tier:silent,2114,M.1544541694.A.FE1,2018-12-11 23:21:34,其他,code,unclassified,silent,,
tier:silent,2702,M.1525696585.A.4D5,2018-05-07 20:36:25,其他,code,unclassified,silent,,
tier:silent,1419,M.1544163610.A.57D,2018-12-07 14:20:10,其他,code,unclassified,silent,,
tier:silent,6581,M.1546865380.A.B19,2019-01-07 20:49:40,其他,code,unclassified,silent,,
tier:silent,1338,M.1566391574.A.0D3,2019-08-21 20:46:14,其他,code,unclassified,silent,,
tier:silent,1721,M.1635527335.A.9E3,2021-10-30 01:08:55,情報,code,low_effort,silent,,
tier:silent,6165,M.1599838558.A.AFE,2020-09-11 23:35:58,標的,code,high_effort,silent,,
tier:silent,2414,M.1512806828.A.076,2017-12-09 16:07:08,標的,code,high_effort,silent,,
tier:silent,9934,M.1616943500.A.C3D,2021-03-28 22:58:20,標的,name_with_context,mid_effort,silent,,
tier:silent,6671,M.1700325807.A.B7D,2023-11-19 00:43:27,標的,code,high_effort,silent,,
tier:silent,1413,M.1543991519.A.537,2018-12-05 14:31:59,其他,code,unclassified,silent,,
tier:silent,1615,M.1711952920.A.DC4,2024-04-01 14:28:40,新聞,code,low_effort,silent,,
tier:silent,1783,M.1672042238.A.472,2022-12-26 16:10:38,情報,code,low_effort,silent,,
tier:silent,9926,M.1545738994.A.098,2018-12-25 19:56:34,其他,code,unclassified,silent,,
tier:silent,2107,M.1547557952.A.B86,2019-01-15 21:12:32,其他,code,unclassified,silent,,
tier:silent,9924,M.1466436255.A.1C8,2016-06-20 23:24:15,其他,code,unclassified,silent,,
tier:silent,1809,M.1684916068.A.3FB,2023-05-24 16:14:28,情報,code,low_effort,silent,,
tier:silent,1338,M.1525221717.A.CAA,2018-05-02 08:41:57,標的,code,mid_effort,silent,,
tier:sparse,1102,M.1679555833.A.FEC,2023-03-23 15:17:13,情報,code,low_effort,sparse,,
tier:sparse,2908,M.1513443556.A.B0E,2017-12-17 00:59:16,標的,code,high_effort,sparse,,
tier:sparse,2404,M.1714387477.A.B0E,2024-04-29 18:44:37,新聞,name_with_context,low_effort,sparse,,
tier:sparse,2603,M.1470894877.A.9E0,2016-08-11 13:54:37,新聞,code,low_effort,sparse,,
tier:sparse,2059,M.1730298360.A.07F,2024-10-30 22:26:00,情報,code,low_effort,sparse,,
tier:sparse,1512,M.1659427531.A.C58,2022-08-02 16:05:31,新聞,code,low_effort,sparse,,
tier:sparse,1303,M.1649170775.A.A98,2022-04-05 22:59:35,請益,code,mid_effort,sparse,,
tier:sparse,2606,M.1705906278.A.2A0,2024-01-22 14:51:18,情報,code,low_effort,sparse,,
tier:sparse,1303,M.1682583180.A.D00,2023-04-27 16:13:00,情報,code,low_effort,sparse,,
tier:sparse,1712,M.1557542598.A.88D,2019-05-11 10:43:18,標的,code,high_effort,sparse,,
tier:sparse,1519,M.1706688414.A.A04,2024-01-31 16:06:54,情報,code,low_effort,sparse,,
tier:sparse,2393,M.1718800962.A.11B,2024-06-19 20:42:42,新聞,name_with_context,low_effort,sparse,,
tier:sparse,2344,M.1627547449.A.AD9,2021-07-29 16:30:49,情報,code,low_effort,sparse,,
tier:sparse,2609,M.1628498528.A.BBF,2021-08-09 16:42:08,新聞,name_with_context,low_effort,sparse,,
tier:sparse,1102,M.1558444296.A.AAE,2019-05-21 21:11:36,其他,code,unclassified,sparse,,
tier:sparse,2014,M.1457449972.A.CDE,2016-03-08 23:12:52,其他,code,unclassified,sparse,,
tier:sparse,2014,M.1544688504.A.F07,2018-12-13 16:08:24,其他,code,unclassified,sparse,,
tier:sparse,2609,M.1626790437.A.AC4,2021-07-20 22:13:57,請益,name_with_context,mid_effort,sparse,,
tier:sparse,2609,M.1608798526.A.D23,2020-12-24 16:28:46,請益,name_with_context,mid_effort,sparse,,
tier:sparse,2845,M.1694165341.A.F60,2023-09-08 17:29:01,情報,code,low_effort,sparse,,
tier:sparse,2845,M.1729865759.A.138,2024-10-25 22:15:59,新聞,code,low_effort,sparse,,
tier:sparse,1609,M.1686902940.A.5B1,2023-06-16 16:09:00,情報,code,low_effort,sparse,,
tier:sparse,3010,M.1555040328.A.840,2019-04-12 11:38:48,心得,code,mid_effort,sparse,,
tier:sparse,1907,M.1673939767.A.772,2023-01-17 15:16:07,情報,code,low_effort,sparse,,
tier:sparse,2313,M.1570020805.A.B03,2019-10-02 20:53:25,其他,code,unclassified,sparse,,
tier:sparse,2915,M.1692083562.A.CF5,2023-08-15 15:12:42,情報,code,low_effort,sparse,,
tier:sparse,1905,M.1434986902.A.EE6,2015-06-22 23:28:22,其他,code,unclassified,sparse,,
tier:sparse,2610,M.1653042583.A.D88,2022-05-20 18:29:43,情報,code,low_effort,sparse,,
tier:sparse,1504,M.1685347846.A.D2E,2023-05-29 16:10:46,情報,code,low_effort,sparse,,
tier:sparse,2351,M.1633416308.A.1BD,2021-10-05 14:45:08,情報,code,low_effort,sparse,,
tier:sparse,2609,M.1625669172.A.A99,2021-07-07 22:46:12,請益,name_with_context,mid_effort,sparse,,
tier:sparse,2801,M.1430313726.A.C4F,2015-04-29 21:22:06,其他,code,unclassified,sparse,,
tier:sparse,2329,M.1623918252.A.ACD,2021-06-17 16:24:12,情報,code,low_effort,sparse,,
tier:sparse,2845,M.1670832692.A.D88,2022-12-12 16:11:32,情報,code,low_effort,sparse,,
tier:sparse,2609,M.1627366665.A.372,2021-07-27 14:17:45,新聞,code,low_effort,sparse,,
tier:sparse,1219,M.1521399873.A.439,2018-03-19 03:04:33,標的,code,high_effort,sparse,,
tier:sparse,2845,M.1693210089.A.78B,2023-08-28 16:08:09,情報,code,low_effort,sparse,,
tier:sparse,2338,M.1644562834.A.1A0,2022-02-11 15:00:34,情報,code,low_effort,sparse,,
tier:sparse,1536,M.1622084819.A.96C,2021-05-27 11:06:59,標的,name_with_context,mid_effort,sparse,,
tier:sparse,2609,M.1624860002.A.7E7,2021-06-28 14:00:02,閒聊,name_with_context,low_effort,sparse,,
tier:sparse,1712,M.1659427632.A.21C,2022-08-02 16:07:12,情報,code,low_effort,sparse,,
tier:sparse,2838,M.1564890826.A.850,2019-08-04 11:53:46,新聞,name,low_effort,sparse,,
tier:sparse,5203,M.1523781445.A.CE4,2018-04-15 16:37:25,標的,code,high_effort,sparse,,
tier:sparse,1504,M.1571835621.A.AB8,2019-10-23 21:00:21,其他,code,unclassified,sparse,,
tier:sparse,2344,M.1697090402.A.5FE,2023-10-12 14:00:02,閒聊,name,low_effort,sparse,,
tier:sparse,2610,M.1431961803.A.0D7,2015-05-18 23:10:03,標的,name_with_context,mid_effort,sparse,,
tier:sparse,2610,M.1731481417.A.17E,2024-11-13 15:03:37,情報,code,low_effort,sparse,,
tier:sparse,2313,M.1678863408.A.89A,2023-03-15 14:56:48,情報,code,low_effort,sparse,,
tier:sparse,2603,M.1639049232.A.D6B,2021-12-09 19:27:12,情報,code,low_effort,sparse,,
tier:sparse,1605,M.1672383899.A.13F,2022-12-30 15:04:59,情報,code,low_effort,sparse,,
collision:1216,1216,M.1571637574.A.D76,2019-10-21 13:59:34,請益,name_with_context,mid_effort,dense,,
collision:1216,1216,M.1547734863.A.181,2019-01-17 22:21:03,其他,code,unclassified,dense,,
collision:1216,1216,M.1564677217.A.285,2019-08-02 00:33:37,標的,code,high_effort,dense,,
collision:1216,1216,M.1693888299.A.2BD,2023-09-05 12:31:39,新聞,code,low_effort,dense,,
collision:1216,1216,M.1521272704.A.20E,2018-03-17 15:45:04,新聞,name_with_context,low_effort,dense,,
collision:1216,1216,M.1716890199.A.08E,2024-05-28 17:56:39,情報,code,low_effort,dense,,
collision:1216,1216,M.1510918511.A.A6B,2017-11-17 19:35:11,其他,code,unclassified,dense,,
collision:1216,1216,M.1713846535.A.6C6,2024-04-23 12:28:55,新聞,name_with_context,low_effort,dense,,
collision:1216,1216,M.1587473145.A.DC3,2020-04-21 20:45:45,其他,code,unclassified,dense,,
collision:1216,1216,M.1547125625.A.7F3,2019-01-10 21:07:05,其他,code,unclassified,dense,,
collision:1216,1216,M.1432046950.A.0C6,2015-05-19 22:49:10,其他,code,unclassified,dense,,
collision:1216,1216,M.1669623126.A.D1A,2022-11-28 16:12:06,情報,code,low_effort,dense,,
collision:1216,1216,M.1720162504.A.697,2024-07-05 14:55:04,情報,code,low_effort,dense,,
collision:1216,1216,M.1711632675.A.7EC,2024-03-28 21:31:15,情報,name_with_context,low_effort,dense,,
collision:1216,1216,M.1701413671.A.FE1,2023-12-01 14:54:31,情報,code,low_effort,dense,,
collision:1216,1216,M.1601029592.A.323,2020-09-25 18:26:32,其他,code,unclassified,dense,,
collision:1216,1216,M.1702282043.A.D49,2023-12-11 16:07:23,未分類,code,unclassified,dense,,
collision:1216,1216,M.1672628191.A.E31,2023-01-02 10:56:31,新聞,name_with_context,low_effort,dense,,
collision:1216,1216,M.1700486746.A.5C7,2023-11-20 21:25:46,標的,name_with_context,high_effort,dense,,
collision:1216,1216,M.1640265913.A.4AA,2021-12-23 21:25:13,請益,name_with_context,mid_effort,dense,,
collision:1301,1301,M.1543073314.A.85A,2018-11-24 23:28:34,新聞,name_with_context,low_effort,dense,,
collision:1301,1301,M.1600944760.A.1AE,2020-09-24 18:52:40,其他,code,unclassified,dense,,
collision:1301,1301,M.1535632013.A.B88,2018-08-30 20:26:53,新聞,name_with_context,low_effort,dense,,
collision:1301,1301,M.1671164936.A.662,2022-12-16 12:28:56,新聞,code,low_effort,dense,,
collision:1301,1301,M.1536134072.A.15B,2018-09-05 15:54:32,新聞,code,low_effort,dense,,
collision:1301,1301,M.1585212237.A.D17,2020-03-26 16:43:57,其他,code,unclassified,dense,,
collision:1301,1301,M.1554887213.A.50E,2019-04-10 17:06:53,新聞,code,low_effort,dense,,
collision:1301,1301,M.1704960818.A.B18,2024-01-11 16:13:38,情報,code,low_effort,dense,,
collision:1301,1301,M.1526044419.A.930,2018-05-11 21:13:39,其他,code,unclassified,dense,,
collision:1301,1301,M.1622747786.A.8A3,2021-06-04 03:16:26,新聞,name_with_context,low_effort,dense,,
collision:1301,1301,M.1670417593.A.A28,2022-12-07 20:53:13,情報,code,low_effort,dense,,
collision:1301,1301,M.1695715611.A.D0B,2023-09-26 16:06:51,情報,code,low_effort,dense,,
collision:1301,1301,M.1638173202.A.031,2021-11-29 16:06:42,情報,code,low_effort,dense,,
collision:1301,1301,M.1708341474.A.EF6,2024-02-19 19:17:54,新聞,name_with_context,low_effort,dense,,
collision:1301,1301,M.1566485843.A.78C,2019-08-22 22:57:23,其他,code,unclassified,dense,,
collision:1301,1301,M.1514526742.A.625,2017-12-29 13:52:22,新聞,name_with_context,low_effort,dense,,
collision:1301,1301,M.1433344585.A.363,2015-06-03 23:16:25,其他,code,unclassified,dense,,
collision:1301,1301,M.1547125625.A.7F3,2019-01-10 21:07:05,其他,code,unclassified,dense,,
collision:1301,1301,M.1529226824.A.3F9,2018-06-17 17:13:44,標的,code,high_effort,dense,,
collision:1301,1301,M.1712822739.A.7B0,2024-04-11 16:05:39,情報,code,low_effort,dense,,
collision:1304,1304,M.1626086525.A.7BA,2021-07-12 18:42:05,情報,code,low_effort,sparse,,
collision:1304,1304,M.1717661116.A.E71,2024-06-06 16:05:16,情報,code,low_effort,sparse,,
collision:1304,1304,M.1659423265.A.73B,2022-08-02 14:54:25,情報,code,low_effort,sparse,,
collision:1304,1304,M.1539951037.A.0FC,2018-10-19 20:10:37,新聞,code,low_effort,sparse,,
collision:1304,1304,M.1652084566.A.DE1,2022-05-09 16:22:46,情報,code,low_effort,sparse,,
collision:1304,1304,M.1635323177.A.1BC,2021-10-27 16:26:17,情報,code,low_effort,sparse,,
collision:1304,1304,M.1658134983.A.BB1,2022-07-18 17:03:03,情報,code,low_effort,sparse,,
collision:1304,1304,M.1543820171.A.EB0,2018-12-03 14:56:11,其他,code,unclassified,sparse,,
collision:1304,1304,M.1633575995.A.241,2021-10-07 11:06:35,新聞,code,low_effort,sparse,,
collision:1304,1304,M.1660552662.A.6DA,2022-08-15 16:37:42,情報,code,low_effort,sparse,,
collision:1304,1304,M.1671087603.A.321,2022-12-15 15:00:03,情報,code,low_effort,sparse,,
collision:1304,1304,M.1649401667.A.6F7,2022-04-08 15:07:47,情報,code,low_effort,sparse,,
collision:1304,1304,M.1727770292.A.F1D,2024-10-01 16:11:32,情報,code,low_effort,sparse,,
collision:1304,1304,M.1681805519.A.81A,2023-04-18 16:11:59,情報,code,low_effort,sparse,,
collision:1304,1304,M.1633330017.A.202,2021-10-04 14:46:57,情報,code,low_effort,sparse,,
collision:1304,1304,M.1650442495.A.1EE,2022-04-20 16:14:55,情報,code,low_effort,sparse,,
collision:1304,1304,M.1642665342.A.5F3,2022-01-20 15:55:42,情報,code,low_effort,sparse,,
collision:1304,1304,M.1576660146.A.D5C,2019-12-18 17:09:06,標的,code,mid_effort,sparse,,
collision:1304,1304,M.1553360336.A.656,2019-03-24 00:58:56,標的,code,high_effort,sparse,,
collision:1304,1304,M.1624955075.A.BA2,2021-06-29 16:24:35,情報,code,low_effort,sparse,,
collision:1414,1414,M.1512196986.A.8BF,2017-12-02 14:43:06,標的,code,high_effort,silent,,
collision:1414,1414,M.1455809337.A.0CD,2016-02-18 23:28:57,其他,code,unclassified,silent,,
collision:1414,1414,M.1546494454.A.E68,2019-01-03 13:47:34,其他,code,unclassified,silent,,
collision:1414,1414,M.1515312962.A.5A9,2018-01-07 16:16:02,標的,code,high_effort,silent,,
collision:1414,1414,M.1637568464.A.314,2021-11-22 16:07:44,情報,code,low_effort,silent,,
collision:1414,1414,M.1525221717.A.CAA,2018-05-02 08:41:57,標的,code,mid_effort,silent,,
collision:1414,1414,M.1545824123.A.D01,2018-12-26 19:35:23,其他,code,unclassified,silent,,
collision:1414,1414,M.1521999749.A.2FC,2018-03-26 01:42:29,標的,code,high_effort,silent,,
collision:1414,1414,M.1439817650.A.908,2015-08-17 21:20:50,新聞,code,low_effort,silent,,
collision:1414,1414,M.1547125344.A.168,2019-01-10 21:02:24,其他,code,unclassified,silent,,
collision:1414,1414,M.1574081594.A.B0C,2019-11-18 20:53:14,其他,code,unclassified,silent,,
collision:1414,1414,M.1492932914.A.798,2017-04-23 15:35:14,心得,code,mid_effort,silent,,
collision:1414,1414,M.1624984664.A.93D,2021-06-30 00:37:44,情報,code,low_effort,silent,,
collision:1414,1414,M.1543903613.A.E23,2018-12-04 14:06:53,其他,code,unclassified,silent,,
collision:1414,1414,M.1436833803.A.57F,2015-07-14 08:30:03,閒聊,code,low_effort,silent,,
collision:1414,1414,M.1520187267.A.A93,2018-03-05 02:14:27,標的,code,high_effort,silent,,
collision:1414,1414,M.1571230867.A.AFF,2019-10-16 21:01:07,其他,code,unclassified,silent,,
collision:1414,1414,M.1636747398.A.4A7,2021-11-13 04:03:18,情報,code,low_effort,silent,,
collision:1414,1414,M.1457450979.A.C49,2016-03-08 23:29:39,其他,code,unclassified,silent,,
collision:1414,1414,M.1545919522.A.507,2018-12-27 22:05:22,其他,code,unclassified,silent,,
collision:1605,1605,M.1432652648.A.FC1,2015-05-26 23:04:08,其他,code,unclassified,sparse,,
collision:1605,1605,M.1624978430.A.43E,2021-06-29 22:53:50,新聞,code,low_effort,sparse,,
collision:1605,1605,M.1528644082.A.563,2018-06-10 23:21:22,標的,name_with_context,mid_effort,sparse,,
collision:1605,1605,M.1722931705.A.42C,2024-08-06 16:08:25,情報,code,low_effort,sparse,,
collision:1605,1605,M.1539871010.A.ECE,2018-10-18 21:56:50,其他,code,unclassified,sparse,,
collision:1605,1605,M.1730275762.A.CF9,2024-10-30 16:09:22,情報,code,low_effort,sparse,,
collision:1605,1605,M.1533304539.A.695,2018-08-03 21:55:39,其他,code,unclassified,sparse,,
collision:1605,1605,M.1702282237.A.79B,2023-12-11 16:10:37,情報,code,low_effort,sparse,,
collision:1605,1605,M.1686039522.A.C22,2023-06-06 16:18:42,情報,code,low_effort,sparse,,
collision:1605,1605,M.1526044419.A.930,2018-05-11 21:13:39,其他,code,unclassified,sparse,,
collision:1605,1605,M.1737360221.A.4E2,2025-01-20 16:03:41,情報,code,low_effort,sparse,,
collision:1605,1605,M.1655198866.A.4CF,2022-06-14 17:27:46,情報,code,low_effort,sparse,,
collision:1605,1605,M.1700808866.A.76B,2023-11-24 14:54:26,情報,code,low_effort,sparse,,
collision:1605,1605,M.1723791207.A.DF3,2024-08-16 14:53:27,情報,code,low_effort,sparse,,
collision:1605,1605,M.1450083760.A.332,2015-12-14 17:02:40,標的,code,high_effort,sparse,,
collision:1605,1605,M.1675839867.A.67E,2023-02-08 15:04:27,情報,code,low_effort,sparse,,
collision:1605,1605,M.1585144851.A.444,2020-03-25 22:00:51,新聞,code,low_effort,sparse,,
collision:1605,1605,M.1653653949.A.EA3,2022-05-27 20:19:09,情報,code,low_effort,sparse,,
collision:1605,1605,M.1690964372.A.08C,2023-08-02 16:19:32,情報,code,low_effort,sparse,,
collision:1605,1605,M.1651056168.A.834,2022-04-27 18:42:48,情報,code,low_effort,sparse,,
collision:1762,1762,M.1683706334.A.0AD,2023-05-10 16:12:14,情報,code,low_effort,sparse,,
collision:1762,1762,M.1685689105.A.FCC,2023-06-02 14:58:25,情報,code,low_effort,sparse,,
collision:1762,1762,M.1588913451.A.E7A,2020-05-08 12:50:51,請益,name_with_context,mid_effort,sparse,,
collision:1762,1762,M.1670914737.A.1AA,2022-12-13 14:58:57,情報,code,low_effort,sparse,,
collision:1762,1762,M.1590764137.A.71F,2020-05-29 22:55:37,新聞,name_with_context,low_effort,sparse,,
collision:1762,1762,M.1630984093.A.8C7,2021-09-07 11:08:13,標的,code,high_effort,sparse,,
collision:1762,1762,M.1640683884.A.16F,2021-12-28 17:31:24,情報,code,low_effort,sparse,,
collision:1762,1762,M.1555040328.A.840,2019-04-12 11:38:48,心得,code,mid_effort,sparse,,
collision:1762,1762,M.1516435319.A.477,2018-01-20 16:01:59,標的,code,high_effort,sparse,,
collision:1762,1762,M.1574207092.A.2F3,2019-11-20 07:44:52,新聞,code,low_effort,sparse,,
collision:1762,1762,M.1638257303.A.0C0,2021-11-30 15:28:23,情報,code,low_effort,sparse,,
collision:1762,1762,M.1545047447.A.736,2018-12-17 19:50:47,其他,code,unclassified,sparse,,
collision:1762,1762,M.1648799677.A.BE4,2022-04-01 15:54:37,情報,code,low_effort,sparse,,
collision:1762,1762,M.1651733464.A.47A,2022-05-05 14:51:04,情報,code,low_effort,sparse,,
collision:1762,1762,M.1588895414.A.59A,2020-05-08 07:50:14,新聞,name_with_context,low_effort,sparse,,
collision:1762,1762,M.1583844284.A.D5F,2020-03-10 20:44:44,其他,code,unclassified,sparse,,
collision:1762,1762,M.1543991519.A.537,2018-12-05 14:31:59,其他,code,unclassified,sparse,,
collision:1762,1762,M.1650865820.A.196,2022-04-25 13:50:20,新聞,code,low_effort,sparse,,
collision:1762,1762,M.1649947062.A.E0D,2022-04-14 22:37:42,情報,code,low_effort,sparse,,
collision:1762,1762,M.1633241254.A.FDD,2021-10-03 14:07:34,新聞,name_with_context,low_effort,sparse,,
collision:1907,1907,M.1640281342.A.78D,2021-12-24 01:42:22,爆卦,code,low_effort,sparse,,
collision:1907,1907,M.1682065042.A.6D0,2023-04-21 16:17:22,情報,code,low_effort,sparse,,
collision:1907,1907,M.1557076887.A.4B3,2019-05-06 01:21:27,標的,code,high_effort,sparse,,
collision:1907,1907,M.1722570095.A.552,2024-08-02 11:41:35,公告,code,low_effort,sparse,,
